	language	country	zipcode
78	en	United States	[SimpleZipcode(zipcode='36006', zipcode_type='Standard', major_city='Billingsley', post_office_city='Billingsley, AL', common_city_list=['Billingsley'], county='Autauga County', state='AL', lat=32.6, lng=-86.7, timezone='Central', radius_in_miles=9.0, area_code_list=[], population=1313, population_density=18.0, land_area_in_sqmi=71.47, water_area_in_sqmi=0.09, housing_units=573, occupied_housing_units=496, median_home_value=82700, median_household_income=43417, bounds_west=-86.798737, bounds_east=-86.625756, bounds_north=32.730479, bounds_south=32.524313)]
79	und	United States	[SimpleZipcode(zipcode='63131', zipcode_type='Standard', major_city='Saint Louis', post_office_city='Saint Louis, MO', common_city_list=['Saint Louis', 'Des Peres', 'Frontenac'], county='St. Louis County', state='MO', lat=38.61, lng=-90.45, timezone='Central', radius_in_miles=3.0, area_code_list=['314'], population=16769, population_density=1205.0, land_area_in_sqmi=13.92, water_area_in_sqmi=0.0, housing_units=6416, occupied_housing_units=6097, median_home_value=491000, median_household_income=132500, bounds_west=-90.490632, bounds_east=-90.400795, bounds_north=38.652068, bounds_south=38.579888)]
80	en	Vietnam	[]
81	en	United States	[]
82	und	United States	[SimpleZipcode(zipcode='63131', zipcode_type='Standard', major_city='Saint Louis', post_office_city='Saint Louis, MO', common_city_list=['Saint Louis', 'Des Peres', 'Frontenac'], county='St. Louis County', state='MO', lat=38.61, lng=-90.45, timezone='Central', radius_in_miles=3.0, area_code_list=['314'], population=16769, population_density=1205.0, land_area_in_sqmi=13.92, water_area_in_sqmi=0.0, housing_units=6416, occupied_housing_units=6097, median_home_value=491000, median_household_income=132500, bounds_west=-90.490632, bounds_east=-90.400795, bounds_north=38.652068, bounds_south=38.579888)]
83	en	United States	[SimpleZipcode(zipcode='40213', zipcode_type='Standard', major_city='Louisville', post_office_city='Louisville, KY', common_city_list=['Louisville', 'Audubon Park', 'Lynnview', 'Poplar Hills'], county='Jefferson County', state='KY', lat=38.19, lng=-85.71, timezone='Eastern', radius_in_miles=3.0, area_code_list=['502'], population=16796, population_density=1349.0, land_area_in_sqmi=12.45, water_area_in_sqmi=0.2, housing_units=7966, occupied_housing_units=7342, median_home_value=110100, median_household_income=34769, bounds_west=-85.77741, bounds_east=-85.669309, bounds_north=38.218589, bounds_south=38.129945)]
84	en	United States	[SimpleZipcode(zipcode='11003', zipcode_type='Standard', major_city='Elmont', post_office_city='Elmont, NY', common_city_list=['Elmont', 'Alden Manor', 'Floral Park', 'Meacham'], county='Nassau County', state='NY', lat=40.7, lng=-73.71, timezone='Eastern', radius_in_miles=2.0, area_code_list=['516'], population=41356, population_density=9989.0, land_area_in_sqmi=4.14, water_area_in_sqmi=0.04, housing_units=12850, occupied_housing_units=12295, median_home_value=380800, median_household_income=85672, bounds_west=-73.729176, bounds_east=-73.684211, bounds_north=40.72087, bounds_south=40.683659)]
85	und	United States	[SimpleZipcode(zipcode='63131', zipcode_type='Standard', major_city='Saint Louis', post_office_city='Saint Louis, MO', common_city_list=['Saint Louis', 'Des Peres', 'Frontenac'], county='St. Louis County', state='MO', lat=38.61, lng=-90.45, timezone='Central', radius_in_miles=3.0, area_code_list=['314'], population=16769, population_density=1205.0, land_area_in_sqmi=13.92, water_area_in_sqmi=0.0, housing_units=6416, occupied_housing_units=6097, median_home_value=491000, median_household_income=132500, bounds_west=-90.490632, bounds_east=-90.400795, bounds_north=38.652068, bounds_south=38.579888)]
86	en	Canada	[]
87	en	United States	[SimpleZipcode(zipcode='06468', zipcode_type='Standard', major_city='Monroe', post_office_city='Monroe, CT', common_city_list=['Monroe'], county='Fairfield County', state='CT', lat=41.34, lng=-73.23, timezone='Eastern', radius_in_miles=5.0, area_code_list=['203'], population=19479, population_density=747.0, land_area_in_sqmi=26.07, water_area_in_sqmi=0.2, housing_units=6918, occupied_housing_units=6735, median_home_value=399000, median_household_income=103589, bounds_west=-73.305861, bounds_east=-73.157055, bounds_north=41.391711, bounds_south=41.293806)]
88	en	United States	[]
89	und	United States	[SimpleZipcode(zipcode='63131', zipcode_type='Standard', major_city='Saint Louis', post_office_city='Saint Louis, MO', common_city_list=['Saint Louis', 'Des Peres', 'Frontenac'], county='St. Louis County', state='MO', lat=38.61, lng=-90.45, timezone='Central', radius_in_miles=3.0, area_code_list=['314'], population=16769, population_density=1205.0, land_area_in_sqmi=13.92, water_area_in_sqmi=0.0, housing_units=6416, occupied_housing_units=6097, median_home_value=491000, median_household_income=132500, bounds_west=-90.490632, bounds_east=-90.400795, bounds_north=38.652068, bounds_south=38.579888)]
90	en	United States	[]
91	und	United States	[SimpleZipcode(zipcode='63131', zipcode_type='Standard', major_city='Saint Louis', post_office_city='Saint Louis, MO', common_city_list=['Saint Louis', 'Des Peres', 'Frontenac'], county='St. Louis County', state='MO', lat=38.61, lng=-90.45, timezone='Central', radius_in_miles=3.0, area_code_list=['314'], population=16769, population_density=1205.0, land_area_in_sqmi=13.92, water_area_in_sqmi=0.0, housing_units=6416, occupied_housing_units=6097, median_home_value=491000, median_household_income=132500, bounds_west=-90.490632, bounds_east=-90.400795, bounds_north=38.652068, bounds_south=38.579888)]
92	en	United Kingdom	[]
93	und	United States	[]
94	en	United States	[SimpleZipcode(zipcode='18237', zipcode_type='Standard', major_city='Mcadoo', post_office_city='Mcadoo, PA', common_city_list=['Mcadoo'], county='Schuylkill County', state='PA', lat=40.88, lng=-76.02, timezone='Eastern', radius_in_miles=5.0, area_code_list=['570'], population=3110, population_density=479.0, land_area_in_sqmi=6.49, water_area_in_sqmi=0.11, housing_units=1577, occupied_housing_units=1350, median_home_value=79600, median_household_income=42140, bounds_west=-76.032928, bounds_east=-75.957873, bounds_north=40.908255, bounds_south=40.861243)]
95	en	United States	[SimpleZipcode(zipcode='63131', zipcode_type='Standard', major_city='Saint Louis', post_office_city='Saint Louis, MO', common_city_list=['Saint Louis', 'Des Peres', 'Frontenac'], county='St. Louis County', state='MO', lat=38.61, lng=-90.45, timezone='Central', radius_in_miles=3.0, area_code_list=['314'], population=16769, population_density=1205.0, land_area_in_sqmi=13.92, water_area_in_sqmi=0.0, housing_units=6416, occupied_housing_units=6097, median_home_value=491000, median_household_income=132500, bounds_west=-90.490632, bounds_east=-90.400795, bounds_north=38.652068, bounds_south=38.579888)]
96	en	United States	[SimpleZipcode(zipcode='33311', zipcode_type='Standard', major_city='Fort Lauderdale', post_office_city='Fort Lauderdale, FL', common_city_list=['Fort Lauderdale', 'Ft Lauderdale', 'Laud Lakes', 'Lauderdale La...'], county='Broward County', state='FL', lat=26.13, lng=-80.16, timezone='Eastern', radius_in_miles=2.0, area_code_list=['954'], population=63786, population_density=6165.0, land_area_in_sqmi=10.35, water_area_in_sqmi=0.17, housing_units=25377, occupied_housing_units=21875, median_home_value=119300, median_household_income=30738, bounds_west=-80.203172, bounds_east=-80.142792, bounds_north=26.168317, bounds_south=26.120969)]
97	en	United States	[SimpleZipcode(zipcode='72117', zipcode_type='Standard', major_city='North Little Rock', post_office_city='North Little Rock, AR', common_city_list=['North Little Rock', 'N Little Rock'], county='Pulaski County', state='AR', lat=34.77, lng=-92.15, timezone='Central', radius_in_miles=7.0, area_code_list=['501'], population=12684, population_density=229.0, land_area_in_sqmi=55.4, water_area_in_sqmi=5.7, housing_units=5388, occupied_housing_units=4803, median_home_value=73600, median_household_income=34813, bounds_west=-92.236904, bounds_east=-92.074897, bounds_north=34.846234, bounds_south=34.667095)]
98	en	Vietnam	[]
99	und	United States	[SimpleZipcode(zipcode='63131', zipcode_type='Standard', major_city='Saint Louis', post_office_city='Saint Louis, MO', common_city_list=['Saint Louis', 'Des Peres', 'Frontenac'], county='St. Louis County', state='MO', lat=38.61, lng=-90.45, timezone='Central', radius_in_miles=3.0, area_code_list=['314'], population=16769, population_density=1205.0, land_area_in_sqmi=13.92, water_area_in_sqmi=0.0, housing_units=6416, occupied_housing_units=6097, median_home_value=491000, median_household_income=132500, bounds_west=-90.490632, bounds_east=-90.400795, bounds_north=38.652068, bounds_south=38.579888)]
100	en	United States	[]
101	und	United States	[SimpleZipcode(zipcode='63131', zipcode_type='Standard', major_city='Saint Louis', post_office_city='Saint Louis, MO', common_city_list=['Saint Louis', 'Des Peres', 'Frontenac'], county='St. Louis County', state='MO', lat=38.61, lng=-90.45, timezone='Central', radius_in_miles=3.0, area_code_list=['314'], population=16769, population_density=1205.0, land_area_in_sqmi=13.92, water_area_in_sqmi=0.0, housing_units=6416, occupied_housing_units=6097, median_home_value=491000, median_household_income=132500, bounds_west=-90.490632, bounds_east=-90.400795, bounds_north=38.652068, bounds_south=38.579888)]
102	en	United States	[SimpleZipcode(zipcode='75040', zipcode_type='Standard', major_city='Garland', post_office_city='Garland, TX', common_city_list=['Garland'], county='Dallas County', state='TX', lat=32.93, lng=-96.62, timezone='Central', radius_in_miles=3.0, area_code_list=['972'], population=59406, population_density=3795.0, land_area_in_sqmi=15.65, water_area_in_sqmi=0.01, housing_units=19195, occupied_housing_units=18164, median_home_value=113000, median_household_income=54664, bounds_west=-96.662525, bounds_east=-96.575249, bounds_north=32.969045, bounds_south=32.893943)]
103	en	United States	[SimpleZipcode(zipcode='72117', zipcode_type='Standard', major_city='North Little Rock', post_office_city='North Little Rock, AR', common_city_list=['North Little Rock', 'N Little Rock'], county='Pulaski County', state='AR', lat=34.77, lng=-92.15, timezone='Central', radius_in_miles=7.0, area_code_list=['501'], population=12684, population_density=229.0, land_area_in_sqmi=55.4, water_area_in_sqmi=5.7, housing_units=5388, occupied_housing_units=4803, median_home_value=73600, median_household_income=34813, bounds_west=-92.236904, bounds_east=-92.074897, bounds_north=34.846234, bounds_south=34.667095)]
104	en	United States	[SimpleZipcode(zipcode='22448', zipcode_type='Standard', major_city='Dahlgren', post_office_city='Dahlgren, VA', common_city_list=['Dahlgren'], county='King George County', state='VA', lat=38.34, lng=-77.03, timezone='Eastern', radius_in_miles=2.0, area_code_list=['540'], population=599, population_density=142.0, land_area_in_sqmi=4.21, water_area_in_sqmi=0.56, housing_units=192, occupied_housing_units=129, median_home_value=None, median_household_income=52143, bounds_west=-77.051059, bounds_east=-77.014335, bounds_north=38.36199, bounds_south=38.31302)]
105	en	Canada	[]
106	en	United States	[SimpleZipcode(zipcode='21201', zipcode_type='Standard', major_city='Baltimore', post_office_city='Baltimore, MD', common_city_list=['Baltimore'], county='Baltimore city', state='MD', lat=39.29, lng=-76.62, timezone='Eastern', radius_in_miles=1.0, area_code_list=['410', '443', '667', '301'], population=16972, population_density=13158.0, land_area_in_sqmi=1.29, water_area_in_sqmi=0.0, housing_units=11255, occupied_housing_units=9765, median_home_value=208500, median_household_income=27465, bounds_west=-76.634132, bounds_east=-76.613775, bounds_north=39.31214, bounds_south=39.278926)]
107	en	United States	[]
108	en	France	[]
109	en	United States	[SimpleZipcode(zipcode='19134', zipcode_type='Standard', major_city='Philadelphia', post_office_city='Philadelphia, PA', common_city_list=['Philadelphia', 'Phila'], county='Philadelphia County', state='PA', lat=39.99, lng=-75.11, timezone='Eastern', radius_in_miles=2.0, area_code_list=['215', '267'], population=60675, population_density=17295.0, land_area_in_sqmi=3.51, water_area_in_sqmi=0.3, housing_units=23000, occupied_housing_units=20080, median_home_value=75700, median_household_income=24291, bounds_west=-75.131937, bounds_east=-75.083781, bounds_north=40.009893, bounds_south=39.968358)]
110	en	United States	[SimpleZipcode(zipcode='33311', zipcode_type='Standard', major_city='Fort Lauderdale', post_office_city='Fort Lauderdale, FL', common_city_list=['Fort Lauderdale', 'Ft Lauderdale', 'Laud Lakes', 'Lauderdale La...'], county='Broward County', state='FL', lat=26.13, lng=-80.16, timezone='Eastern', radius_in_miles=2.0, area_code_list=['954'], population=63786, population_density=6165.0, land_area_in_sqmi=10.35, water_area_in_sqmi=0.17, housing_units=25377, occupied_housing_units=21875, median_home_value=119300, median_household_income=30738, bounds_west=-80.203172, bounds_east=-80.142792, bounds_north=26.168317, bounds_south=26.120969)]
111	en	United States	[SimpleZipcode(zipcode='72117', zipcode_type='Standard', major_city='North Little Rock', post_office_city='North Little Rock, AR', common_city_list=['North Little Rock', 'N Little Rock'], county='Pulaski County', state='AR', lat=34.77, lng=-92.15, timezone='Central', radius_in_miles=7.0, area_code_list=['501'], population=12684, population_density=229.0, land_area_in_sqmi=55.4, water_area_in_sqmi=5.7, housing_units=5388, occupied_housing_units=4803, median_home_value=73600, median_household_income=34813, bounds_west=-92.236904, bounds_east=-92.074897, bounds_north=34.846234, bounds_south=34.667095)]
112	en	United States	[]
113	en	United States	[]
114	en	United States	[SimpleZipcode(zipcode='29605', zipcode_type='Standard', major_city='Greenville', post_office_city='Greenville, SC', common_city_list=['Greenville'], county='Greenville County', state='SC', lat=34.78, lng=-82.38, timezone='Eastern', radius_in_miles=5.0, area_code_list=['864'], population=34414, population_density=1345.0, land_area_in_sqmi=25.58, water_area_in_sqmi=0.18, housing_units=15694, occupied_housing_units=13909, median_home_value=135300, median_household_income=41333, bounds_west=-82.431563, bounds_east=-82.317596, bounds_north=34.83898, bounds_south=34.712649)]
