state;state_abbreviation;fips;county;financial_inequality;median_age;republican_vote_proportion;democrats_vote_proportion
Nebraska;NE;31021;Burt County, Nebraska;0,414;45,9;0,6699;0,2634
Nebraska;NE;31079;Hall County, Nebraska;0,414;35,7;0,6628;0,2879
Nebraska;NE;31091;Hooker County, Nebraska;0,396;51,4;0,8575;0,0966
New Mexico;NM;35033;Mora County, New Mexico;0,456;44,2;0,272;0,6298
New York;NY;36083;Rensselaer County, New York;0,412;39,1;0,4839;0,4552
Alabama;AL;1031;Coffee County, Alabama;0,452;37,9;0,7715;0,2045
Alabama;AL;1033;Colbert County, Alabama;0,435;41,6;0,6789;0,2963
Alabama;AL;1013;Butler County, Alabama;0,463;39,7;0,5632;0,4279
Alabama;AL;1097;Mobile County, Alabama;0,473;36,3;0,5575;0,4188
Arkansas;AR;5085;Lonoke County, Arkansas;0,391;35,3;0,7369;0,2088
Arizona;AZ;4013;Maricopa County, Arizona;0,452;34,1;0,4913;0,4568
Arizona;AZ;4015;Mohave County, Arizona;0,433;46,3;0,7367;0,2222
California;CA;6085;Santa Clara County, California;0,45;35,8;0,2085;0,7335
California;CA;6025;Imperial County, California;0,469;31,6;0,2705;0,6818
California;CA;6095;Solano County, California;0,404;36,5;0,3178;0,6225
Colorado;CO;8075;Logan County, Colorado;0,419;38,4;0,7495;0,19
Colorado;CO;8097;Pitkin County, Colorado;0,591;42,7;0,2428;0,6969
Colorado;CO;8003;Alamosa County, Colorado;0,474;32,6;0,4395;0,4593
Colorado;CO;8014;Broomfield County, Colorado;0,403;36,7;0,3822;0,523
Florida;FL;12029;Dixie County, Florida;0,41;44,5;0,8084;0,1763
Florida;FL;12086;Miami-Dade County, Florida;0,503;37,7;0,3409;0,6366
Florida;FL;12103;Pinellas County, Florida;0,464;45,6;0,4857;0,4747
Georgia;GA;13013;Barrow County, Georgia;0,398;32,9;0,7321;0,2283
Georgia;GA;13149;Heard County, Georgia;0,399;39,2;0,8012;0,1767
Georgia;GA;13183;Long County, Georgia;0,366;29,8;0,6384;0,33
Georgia;GA;13197;Marion County, Georgia;0,418;40,6;0,6035;0,3811
Georgia;GA;13211;Morgan County, Georgia;0,529;40,6;0,6952;0,2817
Georgia;GA;13223;Paulding County, Georgia;0,347;33,2;0,6911;0,2787
Georgia;GA;13265;Taliaferro County, Georgia;0,492;40,6;0,3891;0,6076
Iowa;IA;19063;Emmet County, Iowa;0,455;40,7;0,6631;0,2881
Iowa;IA;19103;Johnson County, Iowa;0,473;28,8;0,2775;0,6603
Iowa;IA;19107;Keokuk County, Iowa;0,399;42,7;0,6968;0,2604
Iowa;IA;19119;Lyon County, Iowa;0,352;38,7;0,8188;0,1447
Iowa;IA;19135;Monroe County, Iowa;0,401;43,1;0,6855;0,2739
Idaho;ID;16007;Bear Lake County, Idaho;0,381;41,2;0,7524;0,0871
Idaho;ID;16059;Lemhi County, Idaho;0,449;47,8;0,7402;0,1802
Idaho;ID;16067;Minidoka County, Idaho;0,379;35,8;0,7114;0,1699
Illinois;IL;17025;Clay County, Illinois;0,436;41,6;0,7979;0,1615
Illinois;IL;17035;Cumberland County, Illinois;0,418;40,3;0,7618;0,1865
Illinois;IL;17061;Greene County, Illinois;0,435;41,4;0,7468;0,2169
Illinois;IL;17089;Kane County, Illinois;0,421;34,2;0,4242;0,5136
Illinois;IL;17153;Pulaski County, Illinois;0,48;41,7;0,6401;0,3304
Illinois;IL;17161;Rock Island County, Illinois;0,441;39,7;0,4283;0,5123
Indiana;IN;18073;Jasper County, Indiana;0,358;37,5;0,7038;0,2497
Indiana;IN;18131;Pulaski County, Indiana;0,396;41,5;0,7088;0,2441
Indiana;IN;18147;Spencer County, Indiana;0,389;41,7;0,6599;0,2873
Indiana;IN;18155;Switzerland County, Indiana;0,387;40,4;0,7029;0,2556
Indiana;IN;18171;Warren County, Indiana;0,407;41,8;0,739;0,2141
Kansas;KS;20021;Cherokee County, Kansas;0,442;39,7;0,7175;0,2336
Kansas;KS;20029;Cloud County, Kansas;0,413;42,7;0,7455;0,1942
Kansas;KS;20041;Dickinson County, Kansas;0,389;41,8;0,7374;0,1976
Kansas;KS;20081;Haskell County, Kansas;0,409;33,2;0,7777;0,1754
Kentucky;KY;21015;Boone County, Kentucky;0,394;35,1;0,6789;0,261
Kentucky;KY;21019;Boyd County, Kentucky;0,472;41,4;0,6645;0,2944
Kentucky;KY;21067;Fayette County, Kentucky;0,481;33,5;0,4176;0,5122
Texas;TX;48103;Crane County, Texas;0,387;38,2;0,7581;0,2165
Texas;TX;48301;Loving County, Texas;0,207;36,9;0,8906;0,0625
Texas;TX;48453;Travis County, Texas;0,487;31,6;0,274;0,6626
Utah;UT;49001;Beaver County, Utah;0,4;31,7;0,7382;0,106
Virginia;VA;51001;Accomack County, Virginia;0,471;43,9;0,5447;0,4276
Virginia;VA;51035;Carroll County, Virginia;0,393;44,7;0,7841;0,1882
Virginia;VA;51067;Franklin County, Virginia;0,419;43,3;0,6924;0,2706
Virginia;VA;51137;Orange County, Virginia;0,396;42,1;0,6126;0,3471
Virginia;VA;51187;Warren County, Virginia;0,426;39,1;0,6611;0,2903
Virginia;VA;51620;Franklin city, Virginia;0,475;39,7;0,3517;0,6228
Virginia;VA;51690;Martinsville city, Virginia;0,478;43,4;0,3659;0,6012
Vermont;VT;50013;Grand Isle County, Vermont;0,393;44,5;0,3936;0,5543
Washington;WA;53033;King County, Washington;0,456;36,9;0,2171;0,7215
Washington;WA;53057;Skagit County, Washington;0,42;39,9;0,4437;0,4756
Washington;WA;53077;Yakima County, Washington;0,437;32,3;0,5476;0,3939
Wisconsin;WI;55025;Dane County, Wisconsin;0,439;34,3;0,2339;0,7138
Virginia;VA;51840;Winchester city, Virginia;0,462;37;0,4526;0,4881
Washington;WA;53035;Kitsap County, Washington;0,416;38,9;0,3942;0,5105
Washington;WA;53075;Whitman County, Washington;0,498;24,3;0,4504;0,4552
Wisconsin;WI;55045;Green County, Wisconsin;0,408;40,9;0,4626;0,4854
Wisconsin;WI;55069;Lincoln County, Wisconsin;0,387;44;0,5768;0,3687
Wisconsin;WI;55127;Walworth County, Wisconsin;0,431;37,5;0,5705;0,3699
West Virginia;WV;54019;Fayette County, West Virginia;0,431;41,9;0,6758;0,2796
West Virginia;WV;54089;Summers County, West Virginia;0,424;45,3;0,7105;0,2447
Wyoming;WY;56005;Campbell County, Wyoming;0,351;31,8;0,8797;0,0738
Ohio;OH;39163;Vinton County, Ohio;0,414;38,9;0,7044;0,247
Pennsylvania;PA;42073;Lawrence County, Pennsylvania;0,418;43,1;0,6244;0,3436
Pennsylvania;PA;42109;Snyder County, Pennsylvania;0,411;39;0,717;0,2444
South Carolina;SC;45051;Horry County, South Carolina;0,449;40,8;0,6732;0,295
South Carolina;SC;45065;McCormick County, South Carolina;0,47;48,2;0,5083;0,4754
South Carolina;SC;45073;Oconee County, South Carolina;0,474;42,6;0,7186;0,238
South Carolina;SC;45083;Spartanburg County, South Carolina;0,447;37,7;0,63;0,3302
South Dakota;SD;46019;Butte County, South Dakota;0,4;41,1;0,772;0,1595
South Dakota;SD;46121;Todd County, South Dakota;0,498;23,4;0,2292;0,7082
Tennessee;TN;47035;Cumberland County, Tennessee;0,444;47,4;0,7761;0,1978
Tennessee;TN;47081;Hickman County, Tennessee;0,399;39,5;0,7324;0,2349
Tennessee;TN;47177;Warren County, Tennessee;0,464;38,2;0,7029;0,2606
Texas;TX;48015;Austin County, Texas;0,452;40;0,7864;0,1892
Texas;TX;48025;Bee County, Texas;0,476;35,7;0,5608;0,4071
Texas;TX;48067;Cass County, Texas;0,456;43,2;0,7911;0,1939
Texas;TX;48077;Clay County, Texas;0,385;44;0,8733;0,107
Texas;TX;48225;Houston County, Texas;0,493;42,8;0,7474;0,2383
Texas;TX;48265;Kerr County, Texas;0,451;46,7;0,7647;0,202
Texas;TX;48319;Mason County, Texas;0,471;46,2;0,8066;0,1719
Texas;TX;48407;San Jacinto County, Texas;0,44;42,2;0,7812;0,1974
Texas;TX;48477;Washington County, Texas;0,512;40,8;0,7421;0,2293
Utah;UT;49011;Davis County, Utah;0,384;28,7;0,4489;0,2157
Utah;UT;49035;Salt Lake County, Utah;0,419;30,4;0,3263;0,4285
Virginia;VA;51029;Buckingham County, Virginia;0,418;43,4;0,5449;0,4294
Virginia;VA;51047;Culpeper County, Virginia;0,389;37,1;0,604;0,3506
Virginia;VA;51131;Northampton County, Virginia;0,506;46,3;0,4379;0,5306
Virginia;VA;51133;Northumberland County, Virginia;0,414;52,6;0,6224;0,3461
Virginia;VA;51147;Prince Edward County, Virginia;0,451;31,4;0,4498;0,5037
Virginia;VA;51173;Smyth County, Virginia;0,462;42,3;0,76;0,2075
Virginia;VA;51735;Poquoson city, Virginia;0,401;42,3;0,7154;0,2248
Virginia;VA;51775;Salem city, Virginia;0,44;40;0,5957;0,3473
Virginia;VA;51790;Staunton city, Virginia;0,44;42,8;0,4602;0,4782
Alabama;AL;1133;Winston County, Alabama;0,452;42,6;0,8996;0,0849
Alabama;AL;1009;Blount County, Alabama;0,422;38,3;0,8985;0,0847
Arkansas;AR;5059;Hot Spring County, Arkansas;0,406;39,6;0,6846;0,2634
Arkansas;AR;5047;Franklin County, Arkansas;0,448;41,4;0,7442;0,2034
Arkansas;AR;5031;Craighead County, Arkansas;0,473;33,3;0,6439;0,2958
California;CA;6009;Calaveras County, California;0,412;48,5;0,5853;0,3465
Colorado;CO;8103;Rio Blanco County, Colorado;0,379;37,6;0,8097;0,126
Colorado;CO;8095;Phillips County, Colorado;0,423;40,9;0,768;0,187
Florida;FL;12023;Columbia County, Florida;0,432;39,5;0,7095;0,2648
Florida;FL;12119;Sumter County, Florida;0,411;61,4;0,6878;0,2953
Florida;FL;12123;Taylor County, Florida;0,44;40;0,7461;0,2316
Georgia;GA;13109;Evans County, Georgia;0,423;36,7;0,6674;0,3137
Georgia;GA;13139;Hall County, Georgia;0,444;34,1;0,7369;0,2303
Georgia;GA;13159;Jasper County, Georgia;0,451;38,1;0,7236;0,2566
Georgia;GA;13215;Muscogee County, Georgia;0,472;33,5;0,3938;0,5797
Kentucky;KY;21117;Kenton County, Kentucky;0,433;36;0,5971;0,3365
Kentucky;KY;21131;Leslie County, Kentucky;0,45;39,7;0,8938;0,089
Kentucky;KY;21161;Mason County, Kentucky;0,484;40,1;0,6851;0,273
Louisiana;LA;22095;St. John the Baptist Parish, Louisiana;0,421;34,8;0,3649;0,6103
Massachusetts;MA;25021;Norfolk County, Massachusetts;0,47;40,2;0,3331;0,6125
Maine;ME;23007;Franklin County, Maine;0,41;41,8;0,4822;0,4274
Michigan;MI;26019;Benzie County, Michigan;0,406;44,7;0,5419;0,4019
Michigan;MI;26061;Houghton County, Michigan;0,459;33,1;0,5425;0,3852
Michigan;MI;26109;Menominee County, Michigan;0,398;45,3;0,6228;0,3288
Michigan;MI;26129;Ogemaw County, Michigan;0,434;46,6;0,6573;0,2917
Minnesota;MN;27079;Le Sueur County, Minnesota;0,376;39,4;0,6176;0,311
Minnesota;MN;27117;Pipestone County, Minnesota;0,434;42,8;0,6985;0,2358
Minnesota;MN;27145;Stearns County, Minnesota;0,424;33,1;0,6029;0,3238
Minnesota;MN;27173;Yellow Medicine County, Minnesota;0,386;42,8;0,6438;0,2901
Missouri;MO;29125;Maries County, Missouri;0,394;41,9;0,7912;0,1765
Missouri;MO;29171;Putnam County, Missouri;0,446;39,4;0,8266;0,1503
Mississippi;MS;28115;Pontotoc County, Mississippi;0,436;35,9;0,7994;0,1797
Montana;MT;30013;Cascade County, Montana;0,427;39,2;0,5702;0,3553
Montana;MT;30029;Flathead County, Montana;0,436;40,5;0,6504;0,2861
North Carolina;NC;37003;Alexander County, North Carolina;0,446;40,3;0,7676;0,2082
North Carolina;NC;37107;Lenoir County, North Carolina;0,458;40,6;0,5237;0,4609
North Carolina;NC;37117;Martin County, North Carolina;0,446;43,1;0,4956;0,4906
North Carolina;NC;37195;Wilson County, North Carolina;0,448;38,5;0,4631;0,5194
Nebraska;NE;31127;Nemaha County, Nebraska;0,425;41,7;0,6814;0,2521
New Mexico;NM;35011;De Baca County, New Mexico;0,467;49,4;0,6818;0,2122
New Mexico;NM;35025;Lea County, New Mexico;0,432;31,6;0,7053;0,2222
New Mexico;NM;35047;San Miguel County, New Mexico;0,473;39,8;0,2152;0,6777
New York;NY;36075;Oswego County, New York;0,42;38;0,5863;0,3539
New York;NY;36095;Schoharie County, New York;0,408;41,3;0,6449;0,298
Georgia;GA;13313;Whitfield County, Georgia;0,448;33,8;0,7086;0,261
Iowa;IA;19025;Calhoun County, Iowa;0,422;47,5;0,6789;0,2735
Iowa;IA;19099;Jasper County, Iowa;0,395;41,4;0,5622;0,3786
Iowa;IA;19143;Osceola County, Iowa;0,408;42;0,7907;0,1727
Iowa;IA;19171;Tama County, Iowa;0,403;41,7;0,5753;0,3698
Idaho;ID;16077;Power County, Idaho;0,385;34,5;0,6041;0,2534
Illinois;IL;17037;DeKalb County, Illinois;0,416;29;0,4472;0,4776
Illinois;IL;17057;Fulton County, Illinois;0,399;42,3;0,5434;0,392
Illinois;IL;17069;Hardin County, Illinois;0,452;43,3;0,7736;0,1964
Illinois;IL;17073;Henry County, Illinois;0,411;41,6;0,5762;0,3646
Indiana;IN;18009;Blackford County, Indiana;0,424;41,8;0,6945;0,2578
Indiana;IN;18079;Jennings County, Indiana;0,364;37,6;0,7397;0,2127
Indiana;IN;18157;Tippecanoe County, Indiana;0,462;27,4;0,496;0,4394
Indiana;IN;18175;Washington County, Indiana;0,409;38,2;0,7241;0,2326
Kansas;KS;20045;Douglas County, Kansas;0,474;27,7;0,2967;0,6239
West Virginia;WV;54015;Clay County, West Virginia;0,46;41,3;0,7738;0,1913
West Virginia;WV;54033;Harrison County, West Virginia;0,444;41,5;0,6706;0,2754
Virginia;VA;51087;Henrico County, Virginia;0,438;37,1;0,3684;0,578
Virginia;VA;51157;Rappahannock County, Virginia;0,48;46,8;0,5698;0,3918
Virginia;VA;51165;Rockingham County, Virginia;0,436;39,8;0,6916;0,2562
Wisconsin;WI;55033;Dunn County, Wisconsin;0,385;33,3;0,5214;0,4097
New York;NY;36119;Westchester County, New York;0,535;39,7;0,3214;0,6491
Ohio;OH;39003;Allen County, Ohio;0,432;38,1;0,6689;0,2871
Ohio;OH;39099;Mahoning County, Ohio;0,464;42,4;0,468;0,498
Ohio;OH;39157;Tuscarawas County, Ohio;0,402;40,5;0,6512;0,2967
Oklahoma;OK;40001;Adair County, Oklahoma;0,444;35,6;0,7348;0,2124
Oklahoma;OK;40035;Craig County, Oklahoma;0,4;40,9;0,7406;0,2162
Oklahoma;OK;40043;Dewey County, Oklahoma;0,454;43,6;0,8744;0,0988
Oklahoma;OK;40091;McIntosh County, Oklahoma;0,42;46,1;0,6913;0,2666
Oregon;OR;41005;Clackamas County, Oregon;0,44;39,8;0,4341;0,4952
Pennsylvania;PA;42069;Lackawanna County, Pennsylvania;0,452;41,9;0,4682;0,5022
South Carolina;SC;45047;Greenwood County, South Carolina;0,464;38,1;0,5902;0,3718
South Carolina;SC;45071;Newberry County, South Carolina;0,445;39;0,5961;0,3699
South Carolina;SC;45091;York County, South Carolina;0,43;36,7;0,584;0,3635
South Dakota;SD;46061;Hanson County, South Dakota;0,416;36,5;0,7463;0,2114
South Dakota;SD;46089;McPherson County, South Dakota;0,461;49,1;0,7845;0,1689
Tennessee;TN;47001;Anderson County, Tennessee;0,453;41,8;0,646;0,3031
Tennessee;TN;47011;Bradley County, Tennessee;0,459;37,7;0,7752;0,1842
Tennessee;TN;47099;Lawrence County, Tennessee;0,438;38,9;0,7931;0,1802
Tennessee;TN;47169;Trousdale County, Tennessee;0,425;38,1;0,668;0,3001
Texas;TX;48055;Caldwell County, Texas;0,428;34,5;0,5565;0,3982
Texas;TX;48063;Camp County, Texas;0,436;38,1;0,7048;0,2774
Texas;TX;48185;Grimes County, Texas;0,438;38,7;0,7415;0,2303
Texas;TX;48201;Harris County, Texas;0,488;32;0,4183;0,5422
Texas;TX;48237;Jack County, Texas;0,421;39,2;0,8904;0,094
Texas;TX;48327;Menard County, Texas;0,506;50,4;0,7919;0,1779
Texas;TX;48333;Mills County, Texas;0,454;47,7;0,8709;0,1081
Texas;TX;48395;Robertson County, Texas;0,478;40,2;0,6655;0,3143
Texas;TX;48429;Stephens County, Texas;0,451;39,8;0,8784;0,1008
Utah;UT;49009;Daggett County, Utah;0,413;43;0,7032;0,1634
Virginia;VA;51025;Brunswick County, Virginia;0,406;40;0,3983;0,5851
Alabama;AL;1049;DeKalb County, Alabama;0,454;37;0,8349;0,1411
Alabama;AL;1037;Coosa County, Alabama;0,443;43,8;0,6464;0,3408
Alabama;AL;1081;Lee County, Alabama;0,479;28,8;0,5951;0,3639
Alabama;AL;1027;Clay County, Alabama;0,421;41,3;0,7958;0,1878
Alabama;AL;1015;Calhoun County, Alabama;0,453;38,1;0,6924;0,2786
Alabama;AL;1005;Barbour County, Alabama;0,464;38;0,5227;0,4666
Arkansas;AR;5033;Crawford County, Arkansas;0,406;37,3;0,7434;0,1998
Arkansas;AR;5091;Miller County, Arkansas;0,432;37,2;0,7019;0,2656
Arkansas;AR;5137;Stone County, Arkansas;0,437;46,5;0,7329;0,2135
Arkansas;AR;5061;Howard County, Arkansas;0,466;38,8;0,6754;0,289
Arkansas;AR;5081;Little River County, Arkansas;0,43;41,2;0,683;0,2647
California;CA;6107;Tulare County, California;0,445;29,4;0,5339;0,4134
California;CA;6045;Mendocino County, California;0,444;41,2;0,3123;0,6038
California;CA;6055;Napa County, California;0,461;39,4;0,2957;0,6477
California;CA;6059;Orange County, California;0,455;35,7;0,4328;0,5096
Colorado;CO;8007;Archuleta County, Colorado;0,485;36,7;0,5808;0,3414
Colorado;CO;8033;Dolores County, Colorado;0,367;43,5;0,761;0,1846
Colorado;CO;8061;Kiowa County, Colorado;0,433;46,2;0,8511;0,1067
Florida;FL;12005;Bay County, Florida;0,416;38,7;0,7115;0,2489
Florida;FL;12055;Highlands County, Florida;0,413;50,7;0,6473;0,3269
Florida;FL;12115;Sarasota County, Florida;0,483;51,7;0,5431;0,4274
Georgia;GA;13241;Rabun County, Georgia;0,483;44,9;0,7909;0,1815
Kentucky;KY;21097;Harrison County, Kentucky;0,433;40,3;0,6986;0,2611
Kentucky;KY;21111;Jefferson County, Kentucky;0,47;37,7;0,4073;0,5407
Kentucky;KY;21149;McLean County, Kentucky;0,442;41;0,7405;0,2164
Louisiana;LA;22003;Allen Parish, Louisiana;0,434;37,2;0,7428;0,2278
Louisiana;LA;22017;Caddo Parish, Louisiana;0,502;36,4;0,4632;0,5055
Louisiana;LA;22041;Franklin Parish, Louisiana;0,482;38,6;0,711;0,2735
Louisiana;LA;22073;Ouachita Parish, Louisiana;0,492;34,1;0,6135;0,3592
Maryland;MD;24015;Cecil County, Maryland;0,403;38;0,6518;0,299
Maine;ME;23001;Androscoggin County, Maine;0,414;39,4;0,5094;0,4152
Maine;ME;23003;Aroostook County, Maine;0,425;44,4;0,5554;0,3826
Michigan;MI;26059;Hillsdale County, Michigan;0,404;39,7;0,709;0,2414
Michigan;MI;26089;Leelanau County, Michigan;0,451;48,9;0,4905;0,459
Michigan;MI;26137;Otsego County, Michigan;0,419;42,1;0,6597;0,2838
Minnesota;MN;27089;Marshall County, Minnesota;0,383;43,7;0,6692;0,2555
Minnesota;MN;27109;Olmsted County, Minnesota;0,428;36;0,4499;0,4575
Minnesota;MN;27121;Pope County, Minnesota;0,421;45,1;0,6026;0,3346
Missouri;MO;29085;Hickory County, Missouri;0,443;51,9;0,7503;0,2154
Missouri;MO;29165;Platte County, Missouri;0,408;38,2;0,5355;0,4055
Missouri;MO;29209;Stone County, Missouri;0,423;48,5;0,7951;0,1745
Missouri;MO;29510;St. Louis city, Missouri;0,487;34;0,1592;0,7966
Mississippi;MS;28013;Calhoun County, Mississippi;0,432;38,9;0,6878;0,2972
Mississippi;MS;28095;Monroe County, Mississippi;0,46;38,8;0,6405;0,3476
Mississippi;MS;28105;Oktibbeha County, Mississippi;0,536;25,1;0,475;0,4861
Mississippi;MS;28129;Smith County, Mississippi;0,439;38,4;0,7778;0,2115
Mississippi;MS;28147;Walthall County, Mississippi;0,462;36,6;0,571;0,4189
North Carolina;NC;37089;Henderson County, North Carolina;0,432;44,9;0,6255;0,3461
North Carolina;NC;37109;Lincoln County, North Carolina;0,429;40,4;0,7263;0,2493
North Carolina;NC;37145;Person County, North Carolina;0,415;40,9;0,5759;0,4026
North Carolina;NC;37161;Rutherford County, North Carolina;0,448;41,8;0,7289;0,2503
North Dakota;ND;38009;Bottineau County, North Dakota;0,472;47,7;0,7221;0,2136
North Dakota;ND;38069;Pierce County, North Dakota;0,421;47;0,7094;0,2134
Nebraska;NE;31063;Frontier County, Nebraska;0,4;43;0,8443;0,1229
Nebraska;NE;31097;Johnson County, Nebraska;0,373;43,1;0,6572;0,273
Nebraska;NE;31113;Logan County, Nebraska;0,314;45,1;0,8869;0,071
New Mexico;NM;35031;McKinley County, New Mexico;0,472;29,9;0,2335;0,628
New York;NY;36093;Schenectady County, New York;0,422;39,7;0,4425;0,5009
Iowa;IA;19051;Davis County, Iowa;0,412;39,6;0,7053;0,253
Iowa;IA;19133;Monona County, Iowa;0,417;46,2;0,6884;0,2749
Iowa;IA;19145;Page County, Iowa;0,425;43,5;0,6996;0,2585
Illinois;IL;17017;Cass County, Illinois;0,389;38,7;0,6363;0,3199
Indiana;IN;18087;LaGrange County, Indiana;0,385;30,4;0,7354;0,2178
Kansas;KS;20083;Hodgeman County, Kansas;0,394;43,3;0,84;0,1233
Mississippi;MS;28029;Copiah County, Mississippi;0,459;36,1;0,4683;0,521
Mississippi;MS;28061;Jasper County, Mississippi;0,482;39,4;0,4761;0,5157
Mississippi;MS;28107;Panola County, Mississippi;0,446;35,8;0,4962;0,4915
Mississippi;MS;28143;Tunica County, Mississippi;0,46;31,2;0,2426;0,7442
Montana;MT;30061;Mineral County, Montana;0,381;47,8;0,666;0,2594
Montana;MT;30073;Pondera County, Montana;0,45;42,5;0,661;0,2728
North Carolina;NC;37071;Gaston County, North Carolina;0,452;38,3;0,6479;0,3266
North Carolina;NC;37147;Pitt County, North Carolina;0,49;30,9;0,4496;0,5234
North Carolina;NC;37199;Yancey County, North Carolina;0,411;44,2;0,6492;0,3243
North Dakota;ND;38071;Ramsey County, North Dakota;0,438;42,4;0,6163;0,2884
North Dakota;ND;38087;Slope County, North Dakota;0,423;45,4;0,8454;0,0984
Nebraska;NE;31015;Boyd County, Nebraska;0,391;47;0,8564;0,1121
Nebraska;NE;31025;Cass County, Nebraska;0,367;40,7;0,6652;0,2745
Nebraska;NE;31057;Dundy County, Nebraska;0,462;48,9;0,8672;0,0938
Nebraska;NE;31143;Polk County, Nebraska;0,393;44,7;0,7955;0,1619
New Hampshire;NH;33015;Rockingham County, New Hampshire;0,404;41,4;0,5049;0,4465
New Jersey;NJ;34007;Camden County, New Jersey;0,443;37,2;0,3222;0,6459
New Jersey;NJ;34031;Passaic County, New Jersey;0,463;36;0,378;0,5955
Nevada;NV;32001;Churchill County, Nevada;0,384;38,4;0,7158;0,2021
Nevada;NV;32019;Lyon County, Nevada;0,395;39,6;0,6736;0,2586
New York;NY;36005;Bronx County, New York;0,482;32,6;0,0959;0,8873
New York;NY;36033;Franklin County, New York;0,42;39;0,5041;0,4302
New York;NY;36059;Nassau County, New York;0,448;40,7;0,4594;0,5125
Alabama;AL;1095;Marshall County, Alabama;0,462;38;0,8356;0,1405
Alabama;AL;1039;Covington County, Alabama;0,475;42,1;0,8359;0,1504
Arkansas;AR;5135;Sharp County, Arkansas;0,427;46,1;0,7459;0,2031
Colorado;CO;8087;Morgan County, Colorado;0,396;36,4;0,6817;0,2631
Florida;FL;12053;Hernando County, Florida;0,42;47;0,6288;0,3389
Florida;FL;12095;Orange County, Florida;0,456;33,4;0,3574;0,6038
Florida;FL;12113;Santa Rosa County, Florida;0,403;38,7;0,7449;0,2104
Georgia;GA;13035;Butts County, Georgia;0,391;37,5;0,7088;0,2708
Georgia;GA;13113;Fayette County, Georgia;0,395;41,4;0,5802;0,3851
Georgia;GA;13133;Greene County, Georgia;0,564;44,8;0,6214;0,3617
Georgia;GA;13135;Gwinnett County, Georgia;0,408;33,3;0,4521;0,5096
Georgia;GA;13257;Stephens County, Georgia;0,465;40;0,7871;0,188
Iowa;IA;19095;Iowa County, Iowa;0,394;41,8;0,5909;0,3493
Iowa;IA;19155;Pottawattamie County, Iowa;0,399;38,2;0,5788;0,3633
Iowa;IA;19195;Worth County, Iowa;0,437;44;0,5795;0,3612
Idaho;ID;16071;Oneida County, Idaho;0,374;39;0,7403;0,089
