State;ST;Fips;County;Gini.Coefficient;Republicans_2016;Democrats_2016
South Dakota;SD;46109;Roberts County, South Dakota;0,3146;5,5121;0,0396
South Dakota;SD;46075;Jones County, South Dakota;0,2715;0,8065;0,1237
South Dakota;SD;46053;Gregory County, South Dakota;0,3111;0,7652;0,0187
South Dakota;SD;46103;Pennington County, South Dakota;0,3153;0,6243;0,2948
South Dakota;SD;46021;Campbell County, South Dakota;0,2750;0,8472;0,0126
South Dakota;SD;46065;Hughes County, South Dakota;0,2924;0,6331;0,0300
South Dakota;SD;46071;Jackson County, South Dakota;0,2924;0,6594;0,2950
South Dakota;SD;46073;Jerauld County, South Dakota;0,0333;0,6701;0,0273
South Dakota;SD;46081;Lawrence County, South Dakota;0,3160;0,6258;0,2834
South Dakota;SD;46011;Brookings County, South Dakota;0,2951;5,3218;0,0385
South Dakota;SD;46013;Brown County, South Dakota;0,2931;0,5966;0,0338
South Dakota;SD;46033;Custer County, South Dakota;0,2701;0,6976;0,0237
South Dakota;SD;46029;Codington County, South Dakota;0,0313;0,6654;0,0272
South Dakota;SD;46037;Day County, South Dakota;0,0292;5,9228;0,3546
South Dakota;SD;46035;Davison County, South Dakota;0,2944;0,6485;0,2962
South Dakota;SD;46101;Moody County, South Dakota;0,0264;0,5901;0,3556
South Dakota;SD;46047;Fall River County, South Dakota;0,3181;0,7047;0,2304
South Dakota;SD;46105;Perkins County, South Dakota;0,3799;0,8300;0,0117
South Dakota;SD;46115;Spink County, South Dakota;0,3292;6,2826;0,0311
Tennessee;TN;47087;Jackson County, Tennessee;0,3021;0,7261;0,2539
Tennessee;TN;47175;Van Buren County, Tennessee;0,0340;0,7530;0,2230
Tennessee;TN;47059;Greene County, Tennessee;0,2951;0,0789;0,1793
Tennessee;TN;47067;Hancock County, Tennessee;0,3139;0,8264;0,1445
Tennessee;TN;47105;Loudon County, Tennessee;0,3146;0,7547;0,2110
Tennessee;TN;47143;Rhea County, Tennessee;0,2924;0,0790;0,0177
Tennessee;TN;47149;Rutherford County, Tennessee;0,2792;0,6049;0,0034
Tennessee;TN;47173;Union County, Tennessee;0,3007;0,8098;0,1628
Tennessee;TN;47055;Giles County, Tennessee;0,3153;0,7162;0,2621
Tennessee;TN;47107;McMinn County, Tennessee;0,3014;0,7849;0,0188
Tennessee;TN;47155;Sevier County, Tennessee;0,3007;0,7908;0,1739
Tennessee;TN;47157;Shelby County, Tennessee;0,3438;0,3464;0,0623
Tennessee;TN;47069;Hardeman County, Tennessee;0,3160;0,5315;0,4516
Tennessee;TN;47139;Polk County, Tennessee;0,2972;0,7817;0,0192
Tennessee;TN;47051;Franklin County, Tennessee;0,2965;0,7044;0,2672
Tennessee;TN;47083;Houston County, Tennessee;0,3118;0,0689;0,0273
Tennessee;TN;47171;Unicoi County, Tennessee;0,3167;0,7907;0,0176
Tennessee;TN;47061;Grundy County, Tennessee;0,3049;0,7634;0,2101
Tennessee;TN;47075;Haywood County, Tennessee;0,3153;4,4109;0,5428
Tennessee;TN;47187;Williamson County, Tennessee;0,3069;0,6510;0,2960
Tennessee;TN;47085;Humphreys County, Tennessee;0,2785;0,6903;0,2755
Tennessee;TN;47189;Wilson County, Tennessee;0,2819;0,0698;0,2551
Tennessee;TN;47063;Hamblen County, Tennessee;0,3139;0,7697;0,1980
Tennessee;TN;47135;Perry County, Tennessee;0,2938;0,7590;0,0209
Tennessee;TN;47019;Carter County, Tennessee;0,0306;0,0805;0,0164
Tennessee;TN;47115;Marion County, Tennessee;0,3160;0,7090;0,2612
Tennessee;TN;47151;Scott County, Tennessee;0,2938;0,8485;0,1311
Tennessee;TN;47035;Cumberland County, Tennessee;0,3083;0,7761;0,0198
Tennessee;TN;47081;Hickman County, Tennessee;0,2771;0,7324;0,2349
Tennessee;TN;47177;Warren County, Tennessee;0,3222;0,7029;0,2606
Tennessee;TN;47001;Anderson County, Tennessee;0,3146;0,6460;0,3031
Tennessee;TN;47011;Bradley County, Tennessee;0,3188;0,7752;0,1842
Tennessee;TN;47099;Lawrence County, Tennessee;0,3042;0,7931;0,0180
Tennessee;TN;47169;Trousdale County, Tennessee;0,2951;0,6680;0,3001
Tennessee;TN;47017;Carroll County, Tennessee;0,0319;0,7482;0,2248
Tennessee;TN;47039;Decatur County, Tennessee;0,0035;0,7822;0,0195
Tennessee;TN;47159;Smith County, Tennessee;0,3090;0,7402;0,2278
Tennessee;TN;47185;White County, Tennessee;0,2944;0,7832;0,1884
Tennessee;TN;47079;Henry County, Tennessee;0,3049;0,7359;0,2375
Tennessee;TN;47093;Knox County, Tennessee;0,3299;0,5898;0,0351
Tennessee;TN;47103;Lincoln County, Tennessee;0,3111;0,7818;0,0192
Tennessee;TN;47121;Meigs County, Tennessee;0,3090;0,7741;0,1986
Tennessee;TN;47127;Moore County, Tennessee;0,0340;0,7946;0,0170
Tennessee;TN;47181;Wayne County, Tennessee;0,2833;0,8617;0,1227
Tennessee;TN;47005;Benton County, Tennessee;0,2958;0,7458;0,2332
Tennessee;TN;47041;DeKalb County, Tennessee;0,3236;0,0744;0,2256
Tennessee;TN;47045;Dyer County, Tennessee;0,3160;0,7656;0,2118
Tennessee;TN;47129;Morgan County, Tennessee;0,3042;0,8147;0,1580
Tennessee;TN;47145;Roane County, Tennessee;0,0306;0,7351;0,2240
Tennessee;TN;47179;Washington County, Tennessee;0,3313;0,6917;0,2632
Tennessee;TN;47123;Monroe County, Tennessee;0,3021;0,7836;0,0187
Tennessee;TN;47183;Weakley County, Tennessee;0,3368;0,7422;0,2284
Tennessee;TN;47007;Bledsoe County, Tennessee;0,2729;0,7787;0,1927
Tennessee;TN;47009;Blount County, Tennessee;0,2979;0,7210;0,2331
Tennessee;TN;47015;Cannon County, Tennessee;0,2785;0,7560;0,0212
Tennessee;TN;47043;Dickson County, Tennessee;0,0285;0,0710;0,2534
Tennessee;TN;47057;Grainger County, Tennessee;0,3097;0,8288;0,1445
Tennessee;TN;47073;Hawkins County, Tennessee;0,3063;0,8027;0,0169
Tennessee;TN;47133;Overton County, Tennessee;0,2951;0,7389;0,2371
Tennessee;TN;47077;Henderson County, Tennessee;0,2965;0,0798;0,0177
Tennessee;TN;47089;Jefferson County, Tennessee;0,0306;0,0777;0,0184
Tennessee;TN;47163;Sullivan County, Tennessee;0,3229;0,7614;0,1990
Tennessee;TN;47047;Fayette County, Tennessee;0,3097;0,6757;0,3038
Tennessee;TN;47071;Hardin County, Tennessee;0,3285;0,8053;0,1630
Tennessee;TN;47003;Bedford County, Tennessee;0,3174;0,7487;0,0221
Tennessee;TN;47025;Claiborne County, Tennessee;0,3132;0,8023;0,1710
Tennessee;TN;47031;Coffee County, Tennessee;0,3028;0,7243;0,2383
Tennessee;TN;47033;Crockett County, Tennessee;0,3229;0,7384;0,2417
Tennessee;TN;47141;Putnam County, Tennessee;0,3319;0,7041;0,0254
Tennessee;TN;47013;Campbell County, Tennessee;0,3167;0,0789;0,1798
Tennessee;TN;47117;Marshall County, Tennessee;0,2875;0,7163;0,2498
Tennessee;TN;47147;Robertson County, Tennessee;0,2764;0,7171;0,2453
Tennessee;TN;47153;Sequatchie County, Tennessee;0,0306;0,7824;0,1855
Tennessee;TN;47053;Gibson County, Tennessee;0,3215;0,7072;0,2697
Tennessee;TN;47111;Macon County, Tennessee;0,3146;0,0836;0,1430
Tennessee;TN;47119;Maury County, Tennessee;0,2938;0,6781;0,0286
Tennessee;TN;47167;Tipton County, Tennessee;0,2882;0,7228;0,2473
Tennessee;TN;47021;Cheatham County, Tennessee;0,2736;0,7138;0,2450
Tennessee;TN;47049;Fentress County, Tennessee;0,3382;0,8251;0,0150
Tennessee;TN;47131;Obion County, Tennessee;0,3083;0,0779;0,1984
Tennessee;TN;47029;Cocke County, Tennessee;0,3292;0,8086;0,0164
Tennessee;TN;47097;Lauderdale County, Tennessee;0,3201;5,6280;0,0421
Tennessee;TN;47101;Lewis County, Tennessee;0,0306;0,0078;0,1934
Tennessee;TN;47109;McNairy County, Tennessee;0,3306;0,7812;0,0184
Tennessee;TN;47037;Davidson County, Tennessee;0,3382;3,4267;0,0603
Tennessee;TN;47091;Johnson County, Tennessee;0,2993;0,0824;0,1507
Tennessee;TN;47165;Sumner County, Tennessee;0,2903;0,0705;0,2554
Tennessee;TN;47065;Hamilton County, Tennessee;0,0333;0,5575;0,3917
Tennessee;TN;47113;Madison County, Tennessee;0,3444;0,5646;0,0409
Tennessee;TN;47137;Pickett County, Tennessee;0,3451;0,0774;0,2054
Tennessee;TN;47027;Clay County, Tennessee;0,3076;0,7331;0,0242
Tennessee;TN;47023;Chester County, Tennessee;0,2750;0,7891;0,0019
Tennessee;TN;47095;Lake County, Tennessee;0,3354;0,6888;0,2929
Tennessee;TN;47125;Montgomery County, Tennessee;0,2833;5,6427;0,0379
Tennessee;TN;47161;Stewart County, Tennessee;0,2951;0,7314;0,0023
Texas;TX;48099;Coryell County, Texas;0,2653;0,6737;0,2790
Texas;TX;48113;Dallas County, Texas;0,3417;0,3489;0,0611
Texas;TX;48251;Johnson County, Texas;0,2813;0,7748;0,1917
Texas;TX;48281;Lampasas County, Texas;0,3021;0,7818;0,0181
Texas;TX;48409;San Patricio County, Texas;0,3028;0,6045;0,0036
Texas;TX;48425;Somervell County, Texas;0,3146;0,0827;0,0139
Texas;TX;48487;Wilbarger County, Texas;0,3153;0,7720;0,0020
Texas;TX;48017;Bailey County, Texas;0,2965;0,7528;0,2225
Texas;TX;48151;Fisher County, Texas;0,2868;0,7346;0,0234
Texas;TX;48181;Grayson County, Texas;0,2944;0,7494;0,0218
Texas;TX;48227;Howard County, Texas;0,3035;0,7633;0,0203
Texas;TX;48273;Kleberg County, Texas;0,3424;0,4602;0,0497
Texas;TX;48353;Nolan County, Texas;0,3097;0,7485;0,2169
Texas;TX;48357;Ochiltree County, Texas;0,2938;0,8816;0,0919
Texas;TX;48361;Orange County, Texas;0,3000;0,0799;0,1800
Texas;TX;48389;Reeves County, Texas;0,3014;4,4504;0,0521
Texas;TX;48489;Willacy County, Texas;0,3785;3,0323;0,0672
Texas;TX;48001;Anderson County, Texas;0,3229;0,7796;0,1989
Texas;TX;48127;Dimmit County, Texas;0,0313;0,0302;0,0674
Texas;TX;48197;Hardeman County, Texas;0,2674;0,0799;0,1648
Texas;TX;48207;Haskell County, Texas;0,3306;0,0795;0,1779
Texas;TX;48325;Medina County, Texas;0,2931;0,7013;0,2690
Texas;TX;48433;Stonewall County, Texas;0,2868;0,7917;0,1926
Texas;TX;48439;Tarrant County, Texas;0,3111;0,5215;0,0043
Texas;TX;48471;Walker County, Texas;0,3368;0,6543;0,3092
Texas;TX;48481;Wharton County, Texas;0,0319;0,6901;0,0288
Texas;TX;48075;Childress County, Texas;0,3042;0,0086;0,1214
Texas;TX;48097;Cooke County, Texas;0,3042;0,8289;0,1475
Texas;TX;48121;Denton County, Texas;0,2931;5,7682;0,0038
Texas;TX;48293;Limestone County, Texas;0,2854;0,7514;0,2286
Texas;TX;48367;Parker County, Texas;0,3083;0,8231;0,1476
Texas;TX;48431;Sterling County, Texas;0,3188;0,0867;0,1106
Texas;TX;48493;Wilson County, Texas;0,0271;0,0727;0,2488
Texas;TX;48499;Wood County, Texas;0,2972;0,0841;0,1407
Texas;TX;48111;Dallam County, Texas;0,2750;0,8195;0,1446
Texas;TX;48183;Gregg County, Texas;0,3188;0,6937;0,2810
Texas;TX;48051;Burleson County, Texas;0,2840;0,7654;0,2147
Texas;TX;48147;Fannin County, Texas;0,2896;0,7965;0,1773
Texas;TX;48243;Jeff Davis County, Texas;0,2826;0,5906;0,0359
Texas;TX;48307;McCulloch County, Texas;0,3431;0,8250;0,1555
Texas;TX;48323;Maverick County, Texas;0,3285;0,2072;0,0765
Texas;TX;48427;Starr County, Texas;0,3604;1,8972;0,0791
Texas;TX;48037;Bowie County, Texas;0,3257;0,7227;0,2562
Texas;TX;48057;Calhoun County, Texas;0,3028;0,6667;0,3044
Texas;TX;48139;Ellis County, Texas;0,2806;0,7105;0,2568
Texas;TX;48155;Foard County, Texas;0,3181;0,7495;0,2211
Texas;TX;48163;Frio County, Texas;0,3028;0,4592;0,0052
Texas;TX;48253;Jones County, Texas;0,2861;0,8117;0,1576
Texas;TX;48271;Kinney County, Texas;0,3139;0,6573;0,3209
Texas;TX;48339;Montgomery County, Texas;0,0319;0,0740;0,2252
Texas;TX;48403;Sabine County, Texas;0,2979;0,8600;0,1323
Texas;TX;48419;Shelby County, Texas;0,3410;0,7905;0,1937
Texas;TX;48443;Terrell County, Texas;0,2674;0,6568;0,3204
Texas;TX;48451;Tom Green County, Texas;0,3090;0,7185;0,2393
Texas;TX;48457;Tyler County, Texas;0,3076;0,8283;0,1560
Texas;TX;48465;Val Verde County, Texas;0,3021;0,4346;0,0514
Texas;TX;48005;Angelina County, Texas;0,3139;0,7253;0,2524
Texas;TX;48013;Atascosa County, Texas;0,2979;0,6320;0,0034
Texas;TX;48071;Chambers County, Texas;0,2667;0,7970;0,1764
Texas;TX;48255;Karnes County, Texas;0,3063;0,7070;0,2734
Texas;TX;48345;Motley County, Texas;0,3132;0,0921;0,0645
Texas;TX;48369;Parmer County, Texas;0,2896;0,6781;0,3009
Texas;TX;48397;Rockwall County, Texas;0,2729;0,0718;0,2437
Texas;TX;48495;Winkler County, Texas;0,2993;0,7491;0,0224
Texas;TX;48167;Galveston County, Texas;0,3118;0,5933;0,3670
Texas;TX;48355;Nueces County, Texas;0,3278;0,4877;0,0472
Texas;TX;48385;Real County, Texas;0,2792;0,8236;0,1561
Texas;TX;48449;Titus County, Texas;0,2903;0,6980;0,0277
Texas;TX;48023;Baylor County, Texas;0,3576;0,0849;0,1280
Texas;TX;48031;Blanco County, Texas;0,0306;0,7430;0,0219
Texas;TX;48085;Collin County, Texas;0,2944;0,5620;0,0392
Texas;TX;48149;Fayette County, Texas;0,3097;0,0784;0,1929
Texas;TX;48177;Gonzales County, Texas;0,3118;0,7265;0,0249
Texas;TX;48195;Hansford County, Texas;0,2701;0,8885;0,0878
Texas;TX;48235;Irion County, Texas;0,3396;0,0868;0,1184
Texas;TX;48247;Jim Hogg County, Texas;0,2965;2,0293;0,0772
Texas;TX;48347;Nacogdoches County, Texas;0,3368;0,6576;0,0304
Texas;TX;48437;Swisher County, Texas;0,3000;0,0763;0,2110
Texas;TX;48483;Wheeler County, Texas;0,3563;0,9050;0,0841
Texas;TX;48039;Brazoria County, Texas;0,2889;0,6040;0,3581
Texas;TX;48081;Coke County, Texas;0,2646;0,8890;0,0984
Texas;TX;48199;Hardin County, Texas;0,2910;0,8609;0,0122
Texas;TX;48285;Lavaca County, Texas;0,3083;0,8501;0,1355
Texas;TX;48315;Marion County, Texas;0,3382;0,7057;0,2748
Texas;TX;48391;Refugio County, Texas;0,2924;0,6214;0,0351
Texas;TX;48467;Van Zandt County, Texas;0,2972;0,8500;0,1287
Texas;TX;48103;Crane County, Texas;0,2688;0,7581;0,0217
Texas;TX;48301;Loving County, Texas;0,1438;0,0000;0,0000
Texas;TX;48453;Travis County, Texas;0,3382;0,2740;0,0066
Texas;TX;48025;Bee County, Texas;0,3306;0,5608;0,4071
Texas;TX;48067;Cass County, Texas;0,3167;0,7911;0,0194
Texas;TX;48077;Clay County, Texas;0,2674;0,8733;0,1070
Texas;TX;48225;Houston County, Texas;0,3424;0,7474;0,0238
Texas;TX;48265;Kerr County, Texas;0,3132;0,7647;0,2020
Texas;TX;48319;Mason County, Texas;0,3271;0,0807;0,0172
Texas;TX;48407;San Jacinto County, Texas;0,0306;0,7812;0,1974
Texas;TX;48477;Washington County, Texas;0,3556;0,7421;0,2293
Texas;TX;48015;Austin County, Texas;0,3139;0,7864;0,1892
Texas;TX;48055;Caldwell County, Texas;0,2972;0,5565;0,3982
Texas;TX;48063;Camp County, Texas;0,3028;0,7048;0,2774
Texas;TX;48185;Grimes County, Texas;0,3042;0,7415;0,0230
Texas;TX;48201;Harris County, Texas;0,3389;4,1827;0,5422
Texas;TX;48237;Jack County, Texas;0,2924;0,8904;0,0940
Texas;TX;48327;Menard County, Texas;0,3514;0,7919;0,1779
Texas;TX;48333;Mills County, Texas;0,3153;0,8709;0,1081
Texas;TX;48395;Robertson County, Texas;0,3319;0,6655;0,3143
Texas;TX;48429;Stephens County, Texas;0,3132;0,8784;0,1008
Texas;TX;48029;Bexar County, Texas;0,3215;0,4098;0,5447
Texas;TX;48105;Crockett County, Texas;0,0326;0,7025;0,2667
Texas;TX;48165;Gaines County, Texas;0,3549;0,8477;0,1295
Texas;TX;48233;Hutchinson County, Texas;0,2910;0,8662;0,1051
Texas;TX;48267;Kimble County, Texas;0,3104;0,8725;0,1059
Texas;TX;48329;Midland County, Texas;0,3493;0,7568;0,2050
Texas;TX;48335;Mitchell County, Texas;0,2764;0,8128;0,1612
Texas;TX;48413;Schleicher County, Texas;0,2785;0,7770;0,1983
Texas;TX;48441;Taylor County, Texas;0,3118;0,7328;0,0222
Texas;TX;48497;Wise County, Texas;0,2743;0,8376;0,1384
Texas;TX;48021;Bastrop County, Texas;0,2826;0,5775;0,3736
Texas;TX;48027;Bell County, Texas;0,2944;5,5086;0,0400
Texas;TX;48087;Collingsworth County, Texas;0,3444;0,8518;0,1256
Texas;TX;48117;Deaf Smith County, Texas;0,0271;0,6929;0,2821
Texas;TX;48145;Falls County, Texas;0,3007;0,6571;0,0321
Texas;TX;48203;Harrison County, Texas;0,0313;0,7098;0,0270
Texas;TX;48211;Hemphill County, Texas;0,2979;0,8654;0,1073
Texas;TX;48289;Leon County, Texas;0,3153;0,8628;0,0123
Texas;TX;48331;Milam County, Texas;0,3208;0,7366;0,0237
Texas;TX;48371;Pecos County, Texas;0,0326;0,5911;0,3722
Texas;TX;48377;Presidio County, Texas;0,3285;0,2960;0,0662
Texas;TX;48455;Trinity County, Texas;0,3000;0,7919;0,0193
Texas;TX;48035;Bosque County, Texas;0,2924;0,8112;0,1638
Texas;TX;48153;Floyd County, Texas;0,2896;0,7523;0,2222
Texas;TX;48173;Glasscock County, Texas;0,0028;0,9186;0,0565
Texas;TX;48191;Hall County, Texas;0,3771;0,8182;0,1506
Texas;TX;48223;Hopkins County, Texas;0,3007;0,7943;0,0186
Texas;TX;48245;Jefferson County, Texas;0,3250;0,4902;0,0485
Texas;TX;48399;Runnels County, Texas;0,3063;0,8608;0,0120
Texas;TX;48405;San Augustine County, Texas;0,3493;0,7353;0,2546
Texas;TX;48445;Terry County, Texas;0,3799;0,7345;0,2405
Texas;TX;48043;Brewster County, Texas;0,0340;0,4905;0,0442
Texas;TX;48049;Brown County, Texas;0,3306;0,8610;0,0001
Texas;TX;48133;Eastland County, Texas;0,3132;0,8663;0,1119
Texas;TX;48175;Goliad County, Texas;0,3167;0,7051;0,2621
Texas;TX;48259;Kendall County, Texas;0,3313;0,0786;0,0182
Texas;TX;48261;Kenedy County, Texas;0,2896;0,4516;0,0053
Texas;TX;48277;Lamar County, Texas;0,3111;0,7847;0,1931
Texas;TX;48313;Madison County, Texas;0,3153;0,7819;0,0206
Texas;TX;48363;Palo Pinto County, Texas;0,3167;0,8081;0,1671
Texas;TX;48365;Panola County, Texas;0,3083;0,8110;0,1762
Texas;TX;48381;Randall County, Texas;0,3049;0,8061;0,1550
Texas;TX;48473;Waller County, Texas;0,3104;0,6297;0,0344
Texas;TX;48475;Ward County, Texas;0,2993;0,0745;0,2285
Texas;TX;48491;Williamson County, Texas;0,0257;5,1879;0,4202
Texas;TX;48143;Erath County, Texas;0,3236;0,8114;0,0156
Texas;TX;48161;Freestone County, Texas;0,3361;0,7880;0,0192
Texas;TX;48187;Guadalupe County, Texas;0,2743;0,6378;0,0320
Texas;TX;48221;Hood County, Texas;0,3097;0,8180;0,1532
Texas;TX;48249;Jim Wells County, Texas;0,3139;0,0438;0,0542
Texas;TX;48283;La Salle County, Texas;0,3222;0,0425;0,5490
Texas;TX;48417;Shackelford County, Texas;0,2938;0,9174;0,0686
Texas;TX;48459;Upshur County, Texas;0,0299;0,0083;0,1494
Texas;TX;48469;Victoria County, Texas;0,3104;0,6849;0,0028
Texas;TX;48503;Young County, Texas;0,3556;0,0860;0,1140
Texas;TX;48083;Coleman County, Texas;0,3451;0,8740;0,0001
Texas;TX;48115;Dawson County, Texas;0,3160;0,7400;0,2344
Texas;TX;48123;DeWitt County, Texas;0,3083;0,8077;0,1702
Texas;TX;48125;Dickens County, Texas;0,3319;0,8306;0,0141
Texas;TX;48209;Hays County, Texas;0,3188;0,4716;0,0463
Texas;TX;48213;Henderson County, Texas;0,0319;0,7896;0,1892
Texas;TX;48217;Hill County, Texas;0,3035;0,7806;0,1964
Texas;TX;48263;Kent County, Texas;0,2618;0,8314;0,1363
Texas;TX;48305;Lynn County, Texas;0,2757;0,7742;0,2018
Texas;TX;48337;Montague County, Texas;0,3042;0,8747;0,1029
Texas;TX;48349;Navarro County, Texas;0,3132;0,7315;0,2440
Texas;TX;48379;Rains County, Texas;0,2771;0,8464;0,1337
Texas;TX;48393;Roberts County, Texas;0,3250;0,9527;0,3636
Texas;TX;48047;Brooks County, Texas;0,3556;2,3613;0,0746
Texas;TX;48053;Burnet County, Texas;0,3069;0,7663;0,1987
Texas;TX;48061;Cameron County, Texas;0,3417;3,2060;0,0646
Texas;TX;48169;Garza County, Texas;0,3313;0,8292;0,0015
Texas;TX;48229;Hudspeth County, Texas;0,3458;0,5775;0,3720
Texas;TX;48239;Jackson County, Texas;0,3174;0,8087;0,1714
Texas;TX;48279;Lamb County, Texas;0,0292;0,7785;0,1972
Texas;TX;48287;Lee County, Texas;0,2931;0,7660;0,2104
Texas;TX;48373;Polk County, Texas;0,3076;0,0772;0,2068
Texas;TX;48501;Yoakum County, Texas;0,3021;0,7816;0,0185
Texas;TX;48007;Aransas County, Texas;0,0326;0,7385;0,0023
Texas;TX;48019;Bandera County, Texas;0,3139;0,0799;0,1690
Texas;TX;48093;Comanche County, Texas;0,0299;0,0826;0,1513
Texas;TX;48107;Crosby County, Texas;0,0313;0,6893;0,0273
Texas;TX;48131;Duval County, Texas;0,3243;3,1642;0,0669
Texas;TX;48141;El Paso County, Texas;0,0326;0,2593;0,0691
Texas;TX;48189;Hale County, Texas;0,3000;0,7211;0,2374
Texas;TX;48241;Jasper County, Texas;0,3063;0,7923;0,0193
Texas;TX;48257;Kaufman County, Texas;0,2736;0,7208;0,0025
Texas;TX;48297;Live Oak County, Texas;0,2979;0,8085;0,1732
Texas;TX;48383;Reagan County, Texas;0,2424;0,7878;0,1856
Texas;TX;48033;Borden County, Texas;0,3486;0,9041;0,0849
Texas;TX;48129;Donley County, Texas;0,2840;0,0839;0,1301
Texas;TX;48159;Franklin County, Texas;0,3375;0,8225;0,0153
Texas;TX;48179;Gray County, Texas;0,3257;0,8825;0,0950
Texas;TX;48269;King County, Texas;0,2882;0,9371;0,3145
Texas;TX;48295;Lipscomb County, Texas;0,2979;0,8767;0,1021
Texas;TX;48309;McLennan County, Texas;0,3222;0,0617;0,0346
Texas;TX;48317;Martin County, Texas;0,2931;0,8279;0,1516
Texas;TX;48341;Moore County, Texas;0,2660;0,7552;0,2083
Texas;TX;48421;Sherman County, Texas;0,2701;0,8650;0,1029
Texas;TX;48423;Smith County, Texas;0,3326;0,7050;0,0027
Texas;TX;48447;Throckmorton County, Texas;0,2972;0,8849;0,1040
Texas;TX;48069;Castro County, Texas;0,2910;0,7079;0,2635
Texas;TX;48089;Colorado County, Texas;0,0319;0,7456;0,0233
Texas;TX;48119;Delta County, Texas;0,3132;0,8056;0,0176
Texas;TX;48193;Hamilton County, Texas;0,3083;0,8468;0,1327
Texas;TX;48219;Hockley County, Texas;0,3007;0,7955;0,0173
Texas;TX;48387;Red River County, Texas;0,2840;0,7624;0,2230
Texas;TX;48411;San Saba County, Texas;0,3271;0,8602;0,1245
Texas;TX;48435;Sutton County, Texas;0,3014;0,7597;0,2212
Texas;TX;48485;Wichita County, Texas;0,3278;0,7282;0,2308
Texas;TX;48065;Carson County, Texas;0,2674;0,8886;0,0846
Texas;TX;48073;Cherokee County, Texas;0,0313;0,7722;0,2075
Texas;TX;48091;Comal County, Texas;0,3049;0,7308;0,0230
Texas;TX;48109;Culberson County, Texas;0,3757;0,3675;0,5958
Texas;TX;48171;Gillespie County, Texas;0,3028;0,0796;0,0174
Texas;TX;48303;Lubbock County, Texas;0,0333;0,6686;0,2851
Texas;TX;48311;McMullen County, Texas;0,3215;0,9135;0,0805
Texas;TX;48359;Oldham County, Texas;0,2889;0,8995;0,0825
Texas;TX;48401;Rusk County, Texas;0,3208;0,7726;0,2072
Texas;TX;48045;Briscoe County, Texas;0,2722;0,8515;0,1240
Texas;TX;48059;Callahan County, Texas;0,2938;0,8744;0,1022
Texas;TX;48135;Ector County, Texas;0,3285;0,6867;0,2811
Texas;TX;48137;Edwards County, Texas;0,4347;0,6958;0,2836
Texas;TX;48157;Fort Bend County, Texas;0,2951;0,0450;0,0516
Texas;TX;48299;Llano County, Texas;0,0333;0,7982;0,1759
Texas;TX;48375;Potter County, Texas;0,3201;0,6883;0,2690
Texas;TX;48479;Webb County, Texas;0,0319;2,2765;0,0744
Texas;TX;48505;Zapata County, Texas;0,3569;0,3280;0,0656
Texas;TX;48009;Archer County, Texas;0,2840;0,8866;0,0923
Texas;TX;48011;Armstrong County, Texas;0,2604;0,9086;0,0069
Texas;TX;48003;Andrews County, Texas;0,3688;0,7968;0,0170
Texas;TX;48041;Brazos County, Texas;0,3674;0,5855;0,3489
Texas;TX;48079;Cochran County, Texas;0,2757;0,0754;0,0211
Texas;TX;48215;Hidalgo County, Texas;0,3410;2,8099;0,0686
Texas;TX;48275;Knox County, Texas;0,3069;0,7938;0,1819
Texas;TX;48291;Liberty County, Texas;0,2868;0,7806;0,2008
Texas;TX;48321;Matagorda County, Texas;0,3257;0,6917;0,2850
Texas;TX;48095;Concho County, Texas;0,2882;0,8294;0,1387
Texas;TX;48101;Cottle County, Texas;0,2729;0,8336;0,1441
Texas;TX;48205;Hartley County, Texas;0,3035;0,8879;0,0088
Texas;TX;48231;Hunt County, Texas;0,3146;0,7653;0,0202
Texas;TX;48343;Morris County, Texas;0,3083;0,0694;0,2871
Texas;TX;48351;Newton County, Texas;0,0319;0,7384;0,2439
Texas;TX;48415;Scurry County, Texas;0,3479;0,8369;0,1393
Texas;TX;48461;Upton County, Texas;0,0292;0,7415;0,0219
Texas;TX;48463;Uvalde County, Texas;0,3410;5,4029;0,0432
Texas;TX;48507;Zavala County, Texas;0,3347;2,0413;0,0777
Utah;UT;49051;Wasatch County, Utah;0,2868;0,5045;0,0253
Utah;UT;49053;Washington County, Utah;0,2833;0,6882;0,0167
Utah;UT;49007;Carbon County, Utah;0,2951;0,6628;0,2169
Utah;UT;49029;Morgan County, Utah;0,2368;0,6145;0,1114
Utah;UT;49045;Tooele County, Utah;0,2396;0,5127;0,2124
Utah;UT;49003;Box Elder County, Utah;0,2444;6,2388;0,1096
Utah;UT;49027;Millard County, Utah;0,2785;0,7375;0,0082
Utah;UT;49031;Piute County, Utah;0,2736;0,8703;0,0502
Utah;UT;49047;Uintah County, Utah;0,2771;0,7666;0,0778
Utah;UT;49005;Cache County, Utah;0,2938;4,6386;0,0187
Utah;UT;49013;Duchesne County, Utah;0,2792;0,7941;0,0721
Utah;UT;49019;Grand County, Utah;0,2590;0,4340;0,4336
Utah;UT;49033;Rich County, Utah;0,2910;0,7172;0,0095
Utah;UT;49041;Sevier County, Utah;0,2688;0,0078;0,0810
Utah;UT;49055;Wayne County, Utah;0,2542;0,6801;0,0192
Utah;UT;49001;Beaver County, Utah;0,0028;0,7382;0,1060
Utah;UT;49011;Davis County, Utah;0,2667;0,4489;0,2157
Utah;UT;49035;Salt Lake County, Utah;0,2910;0,3263;0,4285
